"Product ID","Title","Tags","Matched Keywords","Matched Licensors","Winning Licensor","Winning Score","Reason"
"6402906756","Chi Omega Tropical Leaf Cosmetic Bag","Accessories, back to school, Bag, Chi Omega, On Demand, Pouch, Qbreak High PM, SpringBreak2017, stockingstuffer2016, white","Chi Omega","Chi Omega","Chi Omega","100","Highest score match"
"6402906820","Delta Delta Delta Tropical Leaf Cosmetic Bag","Accessories, back to school, Bag, Delta Delta Delta, On Demand, Pouch, Qbreak High PM, SpringBreak2017, stockingstuffer2016, white","Delta Delta Delta","Delta Delta Delta","Delta Delta Delta","100","Highest score match"
"6402906884","Delta Gamma Tropical Leaf Cosmetic Bag","Accessories, back to school, Bag, Delta Gamma, On Demand, Pouch, Qbreak High PM, SpringBreak2017, stockingstuffer2016, white","Delta Gamma","Delta Gamma","Delta Gamma","100","Highest score match"
"6402906948","Delta Phi Epsilon Tropical Leaf Cosmetic Bag","Accessories, back to school, Bag, Delta Phi Epsilon, On Demand, Pouch, Qbreak High PM, SpringBreak2017, stockingstuffer2016, white","Delta Phi Epsilon","Delta Phi Epsilon","Delta Phi Epsilon","100","Highest score match"
"6402907012","Delta Zeta Tropical Leaf Cosmetic Bag","Accessories, back to school, Bag, Delta Zeta, On Demand, Pouch, Qbreak High PM, SpringBreak2017, stockingstuffer2016, white","Delta Zeta","Delta Zeta","Delta Zeta","100","Highest score match"
"6402907140","Gamma Phi Beta Tropical Leaf Cosmetic Bag","Accessories, back to school, Bag, Gamma Phi Beta, On Demand, Pouch, Qbreak High PM, SpringBreak2017, stockingstuffer2016, white","Gamma Phi Beta, Beta","Gamma Phi Beta, Beta Theta Pi","Gamma Phi Beta","100","Highest score match"
"6402907204","Kappa Alpha Theta Tropical Leaf Cosmetic Bag","Accessories, back to school, Bag, Kappa Alpha Theta, On Demand, Pouch, Qbreak High PM, SpringBreak2017, stockingstuffer2016, white","Kappa Alpha Theta","Kappa Alpha Theta","Kappa Alpha Theta","100","Highest score match"
"6402907268","Kappa Delta Tropical Leaf Cosmetic Bag","Accessories, back to school, Bag, Kappa Delta, On Demand, Pouch, Qbreak High PM, SpringBreak2017, stockingstuffer2016, white","Kappa Delta","Kappa Delta","Kappa Delta","100","Highest score match"
"6402907332","Kappa Kappa Gamma Tropical Leaf Cosmetic Bag","Accessories, back to school, Bag, Kappa Kappa Gamma, On Demand, Pouch, Qbreak High PM, SpringBreak2017, stockingstuffer2016, white","Kappa Kappa Gamma","Kappa Kappa Gamma","Kappa Kappa Gamma","100","Highest score match"
"6402907396","Phi Mu Tropical Leaf Cosmetic Bag","Accessories, back to school, Bag, On Demand, Phi Mu, Pouch, Qbreak High PM, SpringBreak2017, stockingstuffer2016, white","Phi Mu","Phi Mu","Phi Mu","100","Highest score match"
"6402907460","Phi Sigma Sigma Tropical Leaf Cosmetic Bag","Accessories, back to school, Bag, On Demand, Phi Sigma Sigma, Pouch, Qbreak High PM, SpringBreak2017, stockingstuffer2016, white","Phi Sigma Sigma","Phi Sigma Sigma","Phi Sigma Sigma","100","Highest score match"
"6402907524","Pi Beta Phi Tropical Leaf Cosmetic Bag","Accessories, back to school, Bag, On Demand, Pi Beta Phi, Pouch, Qbreak High PM, SpringBreak2017, stockingstuffer2016, white","Pi Beta Phi, Beta","Pi Beta Phi, Beta Theta Pi","Pi Beta Phi","100","Highest score match"
"6402907588","Sigma Delta Tau Tropical Leaf Cosmetic Bag","Accessories, back to school, Bag, On Demand, Pouch, Qbreak High PM, Sigma Delta Tau, SpringBreak2017, stockingstuffer2016, white","Sigma Delta Tau","Sigma Delta Tau","Sigma Delta Tau","100","Highest score match"
"6402907652","Sigma Kappa Tropical Leaf Cosmetic Bag","Accessories, back to school, Bag, On Demand, Pouch, Qbreak High PM, Sigma Kappa, SpringBreak2017, stockingstuffer2016, white","Sigma Kappa","Sigma Kappa","Sigma Kappa","100","Highest score match"
"6402907716","Zeta Tau Alpha Tropical Leaf Cosmetic Bag","Accessories, back to school, Bag, On Demand, Pouch, Qbreak High PM, SpringBreak2017, stockingstuffer2016, white, Zeta Tau Alpha","Zeta Tau Alpha","Zeta Tau Alpha","Zeta Tau Alpha","100","Highest score match"
"6402923780","The Social Life White Marble Cosmetic Bag","Accessories, back to school, Bag, General, On Demand, Pouch, Qbreak High PM, stockingstuffer2016, white","","","Various","0","No matching keywords found"
"6402926852","The Social Life Tropical Leaf Cosmetic Bag","Accessories, back to school, Bag, General, On Demand, Pouch, Qbreak High PM, SpringBreak2017, stockingstuffer2016, white","","","Various","0","No matching keywords found"
"6405509892","Stone's FTFO Bodysuit","campaign_past_campaign, private_product","","","Various","0","No matching keywords found"
"6410506244","""Big"" Athletic Top","campaign_past_campaign, Design Gallery","","","Various","0","No matching keywords found"
"6410528964","""Little"" Athletic Top","campaign_past_campaign","","","Various","0","No matching keywords found"
"6410570052","""G-Big"" Athletic Top","campaign_past_campaign","","","Various","0","No matching keywords found"
"6413645700","SDSU Delta Gamma Circle Tank","campaign_past_campaign, private_product","Delta Gamma","Delta Gamma","Delta Gamma","100","Highest score match"
"6415749188","Kappa Alpha Theta USA Leggings","_tab_size-chart-168, America, Black, bottoms, Kappa Alpha Theta, Leggings, T6, TSL FIT","Kappa Alpha Theta","Kappa Alpha Theta","Kappa Alpha Theta","100","Highest score match"
"6415790980","Phi Mu USA Leggings","_tab_size-chart-168, America, Black, bottoms, Leggings, Phi Mu, T6, TSL FIT","Phi Mu","Phi Mu","Phi Mu","100","Highest score match"
"6415791108","Sigma Kappa USA Leggings","_tab_size-chart-168, America, Black, bottoms, Leggings, Sigma Kappa, T6, TSL FIT","Sigma Kappa","Sigma Kappa","Sigma Kappa","100","Highest score match"
"6415791172","Kappa Delta USA Leggings","_tab_size-chart-168, America, Black, bottoms, Kappa Delta, Leggings, T6, TSL FIT","Kappa Delta","Kappa Delta","Kappa Delta","100","Highest score match"
"6415791236","Alpha Phi USA Leggings","_tab_size-chart-168, Alpha Phi, America, Black, bottoms, Leggings, T6, TSL FIT","Alpha Phi","Alpha Phi","Alpha Phi","100","Highest score match"
"6415791364","Delta Phi Epsilon USA Leggings","_tab_size-chart-168, America, Black, bottoms, Delta Phi Epsilon, Leggings, T6, TSL FIT","Delta Phi Epsilon","Delta Phi Epsilon","Delta Phi Epsilon","100","Highest score match"
"6416121156","Kappa Delta Team USA Tank","_tab_size-chart-40, America, blue, Kappa Delta, Red, Shirt, T6, Tank","Kappa Delta","Kappa Delta","Kappa Delta","100","Highest score match"
"6416133892","Alpha Chi Omega Team USA Tank","_tab_size-chart-40, Alpha Chi Omega, America, blue, Red, Shirt, T6, Tank","Alpha Chi Omega, Chi Omega","Alpha Chi Omega, Chi Omega","Alpha Chi Omega","100","Longest keyword wins tie-breaker"
"6416133956","Delta Phi Epsilon Team USA Tank","_tab_size-chart-40, America, blue, Delta Phi Epsilon, Red, Shirt, T6, Tank","Delta Phi Epsilon","Delta Phi Epsilon","Delta Phi Epsilon","100","Highest score match"
"6416134020","Gamma Phi Beta Team USA Tank","_tab_size-chart-40, America, blue, Gamma Phi Beta, Red, Shirt, T6, Tank","Gamma Phi Beta, Beta","Gamma Phi Beta, Beta Theta Pi","Gamma Phi Beta","100","Highest score match"
"6416136452","Team USA Tank","_tab_size-chart-40, America, blue, General, Red, Shirt, T6, Tank","","","Various","0","No matching keywords found"
"6416150404","Alpha Gamma Delta Jazzy Tee","_tab_size-chart-85, T6, TBT, Tee, white","Alpha Gamma Delta","Alpha Gamma Delta","Alpha Gamma Delta","100","Highest score match"
"6416161604","Alpha Omicron Pi Jazzy Tee","_tab_size-chart-85, Alpha Omicron Pi, T6, TBT, Tee, white","Alpha Omicron Pi","Alpha Omicron Pi","Alpha Omicron Pi","100","Highest score match"
"6416161668","Alpha Phi Jazzy Tee","_tab_size-chart-85, Alpha Phi, T6, TBT, Tee, white","Alpha Phi","Alpha Phi","Alpha Phi","100","Highest score match"
"6416161732","Alpha Xi Delta Jazzy Tee","_tab_size-chart-85, Alpha Xi Delta, T6, TBT, Tee, white","Alpha Xi Delta","Alpha Xi Delta","Alpha Xi Delta","100","Highest score match"
"6416161796","Alpha Chi Omega Jazzy Tee","_tab_size-chart-85, Alpha Chi Omega, T6, TBT, Tee, white","Alpha Chi Omega, Chi Omega","Alpha Chi Omega, Chi Omega","Alpha Chi Omega","100","Longest keyword wins tie-breaker"
"6416161860","Delta Delta Delta Jazzy Tee","_tab_size-chart-85, Delta Delta Delta, T6, TBT, Tee, white","Delta Delta Delta","Delta Delta Delta","Delta Delta Delta","100","Highest score match"
"6416161924","Delta Gamma Jazzy Tee","_tab_size-chart-85, Delta Gamma, T6, TBT, Tee, white","Delta Gamma","Delta Gamma","Delta Gamma","100","Highest score match"
"6416161988","Gamma Phi Beta Jazzy Tee","_tab_size-chart-85, Gamma Phi Beta, T6, TBT, Tee, white","Gamma Phi Beta, Beta","Gamma Phi Beta, Beta Theta Pi","Gamma Phi Beta","100","Highest score match"
"6416162052","Kappa Alpha Theta Jazzy Tee","_tab_size-chart-85, Kappa Alpha Theta, T6, TBT, Tee, white","Kappa Alpha Theta","Kappa Alpha Theta","Kappa Alpha Theta","100","Highest score match"
"6416162116","Kappa Delta Jazzy Tee","_tab_size-chart-85, Kappa Delta, T6, TBT, Tee, white","Kappa Delta","Kappa Delta","Kappa Delta","100","Highest score match"
"6416162180","Kappa Kappa Gamma Jazzy Tee","_tab_size-chart-85, Kappa Kappa Gamma, T6, TBT, Tee, white","Kappa Kappa Gamma","Kappa Kappa Gamma","Kappa Kappa Gamma","100","Highest score match"
"6416162244","Pi Beta Phi Jazzy Tee","_tab_size-chart-85, Pi Beta Phi, T6, TBT, Tee, white","Pi Beta Phi, Beta","Pi Beta Phi, Beta Theta Pi","Pi Beta Phi","100","Highest score match"
"6416162372","Phi Sigma Sigma Jazzy Tee","_tab_size-chart-85, Phi Sigma Sigma, T6, TBT, Tee, white","Phi Sigma Sigma","Phi Sigma Sigma","Phi Sigma Sigma","100","Highest score match"
"6416162436","Sigma Delta Tau Jazzy Tee","_tab_size-chart-85, Sigma Delta Tau, T6, TBT, Tee, white","Sigma Delta Tau","Sigma Delta Tau","Sigma Delta Tau","100","Highest score match"
"6416162564","Chi Omega Jazzy Tee","_tab_size-chart-85, Chi Omega, T6, TBT, Tee, white","Chi Omega","Chi Omega","Chi Omega","100","Highest score match"
"6416162628","Zeta Tau Alpha Jazzy Tee","_tab_size-chart-85, T6, TBT, Tee, white, Zeta Tau Alpha","Zeta Tau Alpha","Zeta Tau Alpha","Zeta Tau Alpha","100","Highest score match"
"6421540292","Alpha Phi SOTA Muscle Tee","campaign_past_campaign, private_product","Alpha Phi","Alpha Phi","Alpha Phi","100","Highest score match"
"6421650308","Boston University KAO Ringer Tank","campaign_past_campaign, private_product","KAO","Kappa Alpha Theta","Kappa Alpha Theta","80","Highest score match"
"6423057348","Alpha Epsilon Phi Tour Tee","campaign_past_campaign","Alpha Epsilon Phi","Alpha Epsilon Phi","Alpha Epsilon Phi","100","Highest score match"
"6423187652","Miami Zeta Tau Alpha Cursive Vintage Baseball Cap","campaign_past_campaign, private_product","Zeta Tau Alpha","Zeta Tau Alpha","Zeta Tau Alpha","100","Highest score match"
"6423289412","Alpha Phi Puppy Tee","campaign_past_campaign","Alpha Phi","Alpha Phi","Alpha Phi","100","Highest score match"
"6423297028","Tri Delta Trident Dad Hat","campaign_past_campaign","Tri Delta","Delta Delta Delta","Delta Delta Delta","80","Highest score match"
"6424622020","DG Parents Anchor Tank","campaign_past_campaign, private_product","DG","Delta Gamma","Delta Gamma","80","Highest score match"
"6424629636","DG Parents Club Women's Vneck","campaign_past_campaign, private_product","DG","Delta Gamma","Delta Gamma","80","Highest score match"
"6424638532","DG Parents Club Sponge Fleece Zip Up","campaign_past_campaign, private_product","DG","Delta Gamma","Delta Gamma","80","Highest score match"
"6424669252","DG Parents Club Men's Polo Shirt","campaign_past_campaign, private_product","DG","Delta Gamma","Delta Gamma","80","Highest score match"
"6424737540","DG Parents Club Hat","campaign_past_campaign, private_product","DG","Delta Gamma","Delta Gamma","80","Highest score match"
"6424754500","DG Parents Club Pocket Tee","campaign_past_campaign, private_product","DG","Delta Gamma","Delta Gamma","80","Highest score match"
"6425061828","CSULB Alpha Phi Sunset Tank","campaign_past_campaign, private_product","Alpha Phi","Alpha Phi","Alpha Phi","100","Highest score match"
"6425431876","Tailgate Touchdown Tank","campaign_past_campaign, private_product","","","Various","0","No matching keywords found"
"6425437828","Touchdown Dancing Socks","campaign_past_campaign, private_product","","","Various","0","No matching keywords found"
"6426576132","UMiami DG Embroidered Denim Tour Baseball Cap","campaign_pre_order, private_product","DG","Delta Gamma","Delta Gamma","80","Highest score match"
"6426614212","Sigma Pi Champ Pocket Tee","campaign_past_campaign, private_product","","","Various","0","No matching keywords found"
"6426653508","Wash KKG Tailgate Touchdown Tank","campaign_past_campaign, private_product","KKG","Kappa Kappa Gamma","Kappa Kappa Gamma","80","Highest score match"
"6426654916","Wash KKG Key Long Sleeve","campaign_past_campaign, private_product","KKG","Kappa Kappa Gamma","Kappa Kappa Gamma","80","Highest score match"
"6426680132","Halt! Here Comes Wash Kappa!","campaign_past_campaign, private_product","","","Various","0","No matching keywords found"
"6427821380","University of Idaho Kappa Kappa Gamma Game Day Apparel","campaign_past_campaign, private_product","Kappa Kappa Gamma","Kappa Kappa Gamma","Kappa Kappa Gamma","100","Highest score match"
"6427892292","Big Moon Dad Hat","campaign_past_campaign","","","Various","0","No matching keywords found"
"6427903876","Little Moon Dad Hat","campaign_past_campaign","","","Various","0","No matching keywords found"
"6427998724","Alpha Phi Comfy Pocket Tee","Alpha Phi, Green, Pink, Pocket, purple, RTS, Shirt, Tee","Alpha Phi","Alpha Phi","Alpha Phi","100","Highest score match"
"6430780420","The Notorious Biggie Tee","_tab_size-chart-85, big little, General, T6, TBT, Tee, white","","","Various","0","No matching keywords found"
"6430785412","The Notorious Smalls Tee","_tab_size-chart-85, big little, General, T6, TBT, Tee, white","","","Various","0","No matching keywords found"
"6430798084","Alpha Chi Omega Hang Loose Scoop Tee","_tab_size-chart-116, Alpha Chi Omega, SpringBreak2017, Summer, T6, Tee, white","Alpha Chi Omega, Chi Omega","Alpha Chi Omega, Chi Omega","Alpha Chi Omega","100","Longest keyword wins tie-breaker"
"6430832388","Alpha Gamma Delta Hang Loose Scoop Tee","_tab_size-chart-116, Alpha Gamma Delta, SpringBreak2017, Summer, T6, Tee, white","Alpha Gamma Delta","Alpha Gamma Delta","Alpha Gamma Delta","100","Highest score match"
"6430832452","Alpha Omicron Pi Hang Loose Scoop Tee","_tab_size-chart-116, Alpha Omicron Pi, SpringBreak2017, Summer, T6, Tee, white","Alpha Omicron Pi","Alpha Omicron Pi","Alpha Omicron Pi","100","Highest score match"
"6430832516","Alpha Phi Hang Loose Scoop Tee","_tab_size-chart-116, Alpha Phi, SpringBreak2017, Summer, T6, Tee, white","Alpha Phi","Alpha Phi","Alpha Phi","100","Highest score match"
"6430832580","Alpha Xi Delta Hang Loose Scoop Tee","_tab_size-chart-116, Alpha Xi Delta, SpringBreak2017, Summer, T6, Tee, white","Alpha Xi Delta","Alpha Xi Delta","Alpha Xi Delta","100","Highest score match"
"6430832644","Chi Omega Hang Loose Scoop Tee","_tab_size-chart-116, Chi Omega, SpringBreak2017, Summer, T6, Tee, white","Chi Omega","Chi Omega","Chi Omega","100","Highest score match"
"6430832708","Delta Delta Delta Hang Loose Scoop Tee","_tab_size-chart-116, Delta Delta Delta, SpringBreak2017, Summer, T6, Tee, white","Delta Delta Delta","Delta Delta Delta","Delta Delta Delta","100","Highest score match"
"6430832772","Delta Gamma Hang Loose Scoop Tee","_tab_size-chart-116, Delta Gamma, SpringBreak2017, Summer, T6, Tee, white","Delta Gamma","Delta Gamma","Delta Gamma","100","Highest score match"
"6430832836","Gamma Phi Beta Hang Loose Scoop Tee","_tab_size-chart-116, Gamma Phi Beta, SpringBreak2017, Summer, T6, Tee, white","Gamma Phi Beta, Beta","Gamma Phi Beta, Beta Theta Pi","Gamma Phi Beta","100","Highest score match"
"6430832900","Kappa Alpha Theta Hang Loose Scoop Tee","_tab_size-chart-116, Kappa Alpha Theta, SpringBreak2017, Summer, T6, Tee, white","Kappa Alpha Theta","Kappa Alpha Theta","Kappa Alpha Theta","100","Highest score match"
"6430833028","Kappa Delta Hang Loose Scoop Tee","_tab_size-chart-116, Kappa Delta, SpringBreak2017, Summer, T6, Tee, white","Kappa Delta","Kappa Delta","Kappa Delta","100","Highest score match"
"6430833092","Kappa Kappa Gamma Hang Loose Scoop Tee","_tab_size-chart-116, Kappa Kappa Gamma, SpringBreak2017, Summer, T6, Tee, white","Kappa Kappa Gamma","Kappa Kappa Gamma","Kappa Kappa Gamma","100","Highest score match"
"6430833156","Pi Beta Phi Hang Loose Scoop Tee","_tab_size-chart-116, Pi Beta Phi, SpringBreak2017, Summer, T6, Tee, white","Pi Beta Phi, Beta","Pi Beta Phi, Beta Theta Pi","Pi Beta Phi","100","Highest score match"
"6430833220","Phi Sigma Sigma Hang Loose Scoop Tee","_tab_size-chart-116, Phi Sigma Sigma, SpringBreak2017, Summer, T6, Tee, white","Phi Sigma Sigma","Phi Sigma Sigma","Phi Sigma Sigma","100","Highest score match"
"6430833284","Sigma Delta Tau Hang Loose Scoop Tee","_tab_size-chart-116, Sigma Delta Tau, SpringBreak2017, Summer, T6, Tee, white","Sigma Delta Tau","Sigma Delta Tau","Sigma Delta Tau","100","Highest score match"
"6430833348","Zeta Tau Alpha Hang Loose Scoop Tee","_tab_size-chart-116, SpringBreak2017, Summer, T6, Tee, white, Zeta Tau Alpha","Zeta Tau Alpha","Zeta Tau Alpha","Zeta Tau Alpha","100","Highest score match"
"6430886020","Alpha Chi Omega Pen Pack","Accessories, Alpha Chi Omega, Back to School, Clearance Permanent, pen, stockingstuffer2016","Alpha Chi Omega, Chi Omega","Alpha Chi Omega, Chi Omega","Alpha Chi Omega","100","Longest keyword wins tie-breaker"
"6430886276","Alpha Gamma Delta Pen Pack","Accessories, Alpha Gamma Delta, AMG RTS, Back to School, Clearance Permanent, pen, RTS, stockingstuffer2016","Alpha Gamma Delta","Alpha Gamma Delta","Alpha Gamma Delta","100","Highest score match"
"6430887108","Alpha Phi Pen Pack","Accessories, Alpha Phi, Back to School, pen, stockingstuffer2016","Alpha Phi","Alpha Phi","Alpha Phi","100","Highest score match"
"6430888132","Alpha Xi Delta Pen Pack","Accessories, Alpha Xi Delta, AMG RTS, Back to School, Clearance Permanent, pen, RTS, stockingstuffer2016","Alpha Xi Delta","Alpha Xi Delta","Alpha Xi Delta","100","Highest score match"
"6430889156","Delta Delta Delta Pen Pack","Accessories, Back to School, Clearance Permanent, Delta Delta Delta, pen, stockingstuffer2016","Delta Delta Delta","Delta Delta Delta","Delta Delta Delta","100","Highest score match"
"6430889732","Delta Gamma Pen Pack","Accessories, Back to School, Clearance Permanent, Delta Gamma, pen, stockingstuffer2016","Delta Gamma","Delta Gamma","Delta Gamma","100","Highest score match"
"6430890884","Kappa Alpha Theta Pen Pack","Accessories, Back to School, Kappa Alpha Theta, pen, stockingstuffer2016","Kappa Alpha Theta","Kappa Alpha Theta","Kappa Alpha Theta","100","Highest score match"
"6430891588","Kappa Delta Pen Pack","Accessories, Back to School, Clearance Permanent, Kappa Delta, pen, stockingstuffer2016","Kappa Delta","Kappa Delta","Kappa Delta","100","Highest score match"
"6430892356","Kappa Kappa Gamma Pen Pack","Accessories, Back to School, Clearance Permanent, Kappa Kappa Gamma, KKG USC Trunk Show, pen, stockingstuffer2016","Kappa Kappa Gamma","Kappa Kappa Gamma","Kappa Kappa Gamma","100","Highest score match"
"6430893700","Zeta Tau Alpha Pen Pack","Accessories, AMG RTS, Back to School, Clearance Permanent, pen, RTS, stockingstuffer2016, Zeta Tau Alpha","Zeta Tau Alpha","Zeta Tau Alpha","Zeta Tau Alpha","100","Highest score match"
"6430901188","Zeta Tau Alpha Pencil Pack","Accessories, Back to School, Clearance Permanent, pencil, stockingstuffer2016, Zeta Tau Alpha","Zeta Tau Alpha","Zeta Tau Alpha","Zeta Tau Alpha","100","Highest score match"
"6430901252","Kappa Kappa Gamma Pencil Pack","Accessories, Back to School, Hid 170502, Kappa Kappa Gamma, pencil, stockingstuffer2016","Kappa Kappa Gamma","Kappa Kappa Gamma","Kappa Kappa Gamma","100","Highest score match"
"6430901316","Kappa Delta Pencil Pack","Accessories, Back to School, Kappa Delta, pencil, stockingstuffer2016","Kappa Delta","Kappa Delta","Kappa Delta","100","Highest score match"
"6430901380","Kappa Alpha Theta Pencil Pack","Accessories, Back to School, Kappa Alpha Theta, pencil, stockingstuffer2016","Kappa Alpha Theta","Kappa Alpha Theta","Kappa Alpha Theta","100","Highest score match"
"6430901444","Delta Gamma Pencil Pack","Accessories, Back to School, Delta Gamma, pencil, stockingstuffer2016","Delta Gamma","Delta Gamma","Delta Gamma","100","Highest score match"
"6430901508","Delta Delta Delta Pencil Pack","Accessories, Back to School, Clearance Permanent, Delta Delta Delta, pencil, stockingstuffer2016","Delta Delta Delta","Delta Delta Delta","Delta Delta Delta","100","Highest score match"
"6430901572","Alpha Xi Delta Pencil Pack","Accessories, Alpha Xi Delta, AMG RTS, Back to School, Clearance Permanent, pencil, RTS, stockingstuffer2016","Alpha Xi Delta","Alpha Xi Delta","Alpha Xi Delta","100","Highest score match"
"6430901636","Alpha Phi Pencil Pack","Accessories, Alpha Phi, Back to School, Hid 170502, pencil, stockingstuffer2016","Alpha Phi","Alpha Phi","Alpha Phi","100","Highest score match"
"6430901700","Alpha Gamma Delta Pencil Pack","Accessories, Alpha Gamma Delta, Back to School, Clearance Permanent, pencil, stockingstuffer2016","Alpha Gamma Delta","Alpha Gamma Delta","Alpha Gamma Delta","100","Highest score match"
"6430901764","Alpha Chi Omega Pencil Pack","Accessories, Alpha Chi Omega, Back to School, Hid 170502, pencil, stockingstuffer2016","Alpha Chi Omega, Chi Omega","Alpha Chi Omega, Chi Omega","Alpha Chi Omega","100","Longest keyword wins tie-breaker"
"6434322436","UWashington AEPi Game Day","campaign_past_campaign, private_product","AEPi","Alpha Epsilon Pi","Alpha Epsilon Pi","80","Highest score match"
"6436642692","Arizona Kappa Alpha Theta Flags Tank","campaign_past_campaign, private_product","Kappa Alpha Theta","Kappa Alpha Theta","Kappa Alpha Theta","100","Highest score match"
"6437204676","Zeta Tau Alpha Rainbow Tee","campaign_past_campaign","Zeta Tau Alpha","Zeta Tau Alpha","Zeta Tau Alpha","100","Highest score match"
"6437213252","Alpha Phi Rocker Tee","campaign_past_campaign","Alpha Phi","Alpha Phi","Alpha Phi","100","Highest score match"
"6437229636","Alpha Phi Vintage Ringer Tee","campaign_past_campaign","Alpha Phi","Alpha Phi","Alpha Phi","100","Highest score match"
"6437241284","Alpha Phi Sweetheart Tee","Alpha Phi, BOGO Tee, DJ, Shirt, Tee, valentines, white","Alpha Phi","Alpha Phi","Alpha Phi","100","Highest score match"
"6438281540","Chapman Theta Homecoming All-Star Weekend","campaign_past_campaign, private_product","THETA","Kappa Alpha Theta","Kappa Alpha Theta","80","Highest score match"
"6438292420","Halt! Tri and Run","campaign_past_campaign, private_product","","","Various","0","No matching keywords found"
"6438294660","Tri Deezy Tees","campaign_past_campaign, private_product","","","Various","0","No matching keywords found"
"6438510340","Kent State Delta Gamma Flag Football T-Shirt","campaign_past_campaign, private_product","Delta Gamma","Delta Gamma","Delta Gamma","100","Highest score match"
"6438533636","Theta Gameday Rnd 2 - 2016 - Cheer Skirt","campaign_past_campaign","THETA","Kappa Alpha Theta","Kappa Alpha Theta","80","Highest score match"
"6438535044","Theta Gameday Rnd 2 - 2016 - Clear Fanny","campaign_past_campaign","THETA","Kappa Alpha Theta","Kappa Alpha Theta","80","Highest score match"
"6438535364","Theta Gameday Rnd 2 - 2016 - Crew Socks","campaign_past_campaign","THETA","Kappa Alpha Theta","Kappa Alpha Theta","80","Highest score match"
"6438536516","Theta Gameday Rnd 2 - 2016 - Striped Overalls","campaign_past_campaign","THETA","Kappa Alpha Theta","Kappa Alpha Theta","80","Highest score match"
"6438537284","Theta Gameday Rnd 2 - 2016 - Jersey Tee","campaign_past_campaign","THETA","Kappa Alpha Theta","Kappa Alpha Theta","80","Highest score match"
"6438537988","Theta Gameday Rnd 2- 2016 - High Neck Tank","campaign_past_campaign","THETA","Kappa Alpha Theta","Kappa Alpha Theta","80","Highest score match"
"6438539076","Theta Gameday Rnd 2 - 2016 - Fleece Jacket","campaign_past_campaign","THETA","Kappa Alpha Theta","Kappa Alpha Theta","80","Highest score match"
"6438539716","Theta Gameday Rnd 2 - 2016 - Fitted Spaghetti Tank","campaign_past_campaign","THETA","Kappa Alpha Theta","Kappa Alpha Theta","80","Highest score match"
"6438682180","VTech DG Date Party T-Shirt","campaign_pre_order, private_product","DG","Delta Gamma","Delta Gamma","80","Highest score match"
"6438923460","I Feel Like Tri Delt","campaign_past_campaign, private_product","Tri Delt","Delta Delta Delta","Delta Delta Delta","80","Highest score match"
"6438924804","Tri-lata Vintage Caps","campaign_past_campaign, private_product","","","Various","0","No matching keywords found"
"6439940868","Sac State DG Anchor Splash Shirts","campaign_past_campaign, private_product","DG","Delta Gamma","Delta Gamma","80","Highest score match"
"6440164740","Bucky Long Sleeve","campaign_past_campaign, private_product","","","Various","0","No matching keywords found"
"6440168900","Tailgate Wisconsin Tee","campaign_past_campaign, private_product","","","Various","0","No matching keywords found"
"6440248388","UVA KD Campus Crewneck","campaign_past_campaign, private_product","KD","Kappa Delta","Kappa Delta","80","Highest score match"
"6440277444","UVA KD Boyfriend Flannel","campaign_past_campaign, private_product","KD","Kappa Delta","Kappa Delta","80","Highest score match"
"6440280708","UVA KD Ringer Muscle Tank","campaign_past_campaign, private_product","KD","Kappa Delta","Kappa Delta","80","Highest score match"
"6440288644","UVA KD Tie Dye Muscle Tank","campaign_past_campaign, private_product","KD","Kappa Delta","Kappa Delta","80","Highest score match"
"6442104388","Alpha Chi Omega Sweetheart Top","Alpha Chi Omega, Clearance Bin, Crew, Flowy, RTS, Shirt, Tee, valentines","Alpha Chi Omega, Chi Omega","Alpha Chi Omega, Chi Omega","Alpha Chi Omega","100","Longest keyword wins tie-breaker"
"6442593092","Alpha Chi Omega Space Tee","Alpha Chi Omega, Black, Clearance Bin, RTS, Shirt, Tee","Alpha Chi Omega, Chi Omega","Alpha Chi Omega, Chi Omega","Alpha Chi Omega","100","Longest keyword wins tie-breaker"
"6443269188","SDSU Alpha Phi Tour Tank","campaign_past_campaign, private_product","Alpha Phi","Alpha Phi","Alpha Phi","100","Highest score match"
"6443413572","Pablo T-Shirt","campaign_past_campaign, private_product","","","Various","0","No matching keywords found"
"6443488324","Pablo Long Sleeve","campaign_past_campaign, private_product","","","Various","0","No matching keywords found"
"6443536772","LA Pablo T-Shirt","campaign_past_campaign, private_product","","","Various","0","No matching keywords found"
"6444490116","Alpha Chi Omega Out of this World Tank","_tab_size-chart-40, Alpha Chi Omega, Black, T6, Tank","Alpha Chi Omega, Chi Omega","Alpha Chi Omega, Chi Omega","Alpha Chi Omega","100","Longest keyword wins tie-breaker"
"6444499268","Alpha Gamma Delta Out of this World Tank","_tab_size-chart-40, Alpha Gamma Delta, Black, T6, Tank","Alpha Gamma Delta","Alpha Gamma Delta","Alpha Gamma Delta","100","Highest score match"
"6444499332","Alpha Phi Out of this World Tank","_tab_size-chart-40, Alpha Phi, Black, T6, Tank","Alpha Phi","Alpha Phi","Alpha Phi","100","Highest score match"
"6444499396","Alpha Xi Delta Out of this World Tank","_tab_size-chart-40, Alpha Xi Delta, Black, T6, Tank","Alpha Xi Delta","Alpha Xi Delta","Alpha Xi Delta","100","Highest score match"
